4.0088,10.092,20.8,14.707,7.0971,3.0762,4.9717,10.377,2.3369,15.123,8.3009,11.802,4.6763,7.8571,12.005,16.96,4.0754,1.9479,10.97,11.269,9.4729,13.784,10.823,4.2005,5.9714,3.4431,9.5827,9.5122,5.166,0.58099,2.234,8.7254,1.3779,11.598,5.1699,13.122,9.3666,18.4,7.1492,10.693,13.19,14.133,4.9729,10.119,10.877,8.5951,11.387,12.018,7.1298,10.326,15.823,2.4894,1.7575,15.382,7.944,8.498,7.6692,11.367,7.3739,6.6759,5.4638,5.5928,9.0424,5.9078,8.5509,19.638,12.634,17.667,20.023,9.5713,8.0841,5.4887,5.6994,24.679,11.958,7.2235,12.06,15.665,15.482,2.1017,10.723,7.1563,11.722,10.958,5.1393,15.954,5.9795,9.3775,15.463,5.6208,12.591,4.6026,10.71,13.144,19.33,7.7262,3.7259,31.228,6.8478,22.493,15.136,10.055,12.783,21.898,6.2242,7.6181,17.313,9.3488,5.7304,13.544,18.55,14.596,3.6552,8.694,4.8956,28.484,12.183,11.727,3.8372,6.7611,23.695,18.028,21.949,21.154,2.4845,11.189,13.433,18.953,20.125,22.443,8.5854,12.17,8.0355,8.009,12.586,19.11,3.0595,26.862,3.8488,16.131,14.426,21.86,11.512,11.326,6.9284,6.9221,4.961,8.153,5.2786,21.695,18.854,11.697,26.447,12.938,13.932,5.9042,15.066,15.536,16.635,14.447,23.608,4.8225,5.144,6.8553,15.065,7.5866,19.311,10.26,13.953,6.4768,5.834,19.391,2.6491,15.84,20.528,10.917,13.157,10.219,18.49,11.856,12.694,7.2132,10.652,0.60824,8.2647,7.2812,5.5924,12.049,3.1592,20.435,14.278,7.0954,8.4318,1.0782,5.2874,20.901,10.294,9.0219,4.6323,16.387,11.028,10.195,10.717,10.885,13.593,9.1739,10.196,4.198,15.856,14.272,11.232,15.593,10.359,3.9113,6.2405,7.8751,8.7663,6.1598,2.6846,2.7222,7.4254,7.9211,7.9231,8.4627,7.6705,12.089,9.7478,8.1886,8.2964,7.7892,9.498,3.5848,19.466,9.7759,12.66,4.3332,8.4121,6.3475,5.0356,10.91,8.2314,2.4208,9.9888,8.9198,15.688,5.0284,13.434,9.2395,2.5104,5.6814,3.9504,7.1689,6.324,3.8715,6.6375,9.1381
4.2365,2.1037,6.7783,11.776,4.4591,10.737,8.4829,8.0518,5.0962,12.081,5.8478,5.0031,13.747,12.912,5.5146,8.7368,10.093,7.7556,6.3439,4.6613,5.3471,9.0142,20.868,8.7929,4.5338,5.0865,9.265,10.287,7.0528,8.7883,11.376,3.6315,11.763,7.6227,11.279,8.6462,13.254,5.5791,1.2461,6.3101,13.095,9.7897,7.4105,6.8635,6.5847,23.308,5.2331,9.7895,10.442,10.65,1.5428,5.6033,1.5055,13.889,8.41,7.1198,8.7868,9.6162,8.4338,17.304,3.9404,11.685,16.722,10.189,5.5502,2.6932,11.053,5.7589,16.072,13.023,5.5693,15.449,13.839,21.83,22.738,11.4,12.002,6.5064,21.194,7.3332,14.089,19.123,5.4014,11.647,13.785,1.3719,13.327,8.5315,19.21,15.774,12.781,20.231,5.6565,13.006,14.217,19.039,3.9941,12.703,19.894,29.585,18.207,15.795,8.5183,6.7262,4.5855,7.476,13.881,6.3687,16.679,13.436,16.049,14.392,16.201,9.0894,8.2827,13.218,11.935,5.0893,6.7588,2.738,11.037,16.055,11.149,15.439,14.013,11.761,5.1334,9.8416,15.152,13.864,17.06,24.374,6.911,11.109,12.545,16.23,21.742,14.725,1.4947,13.931,14.244,18.651,3.4361,9.6681,7.846,20.79,18.206,2.1173,18.094,5.9443,8.3781,11.227,15.033,8.6149,11.107,7.518,14.797,15.356,14.961,33.532,9.206,1.779,8.3399,10.598,12.881,9.198,3.5549,15.701,29.01,13.635,4.9751,8.0353,3.4873,10.54,16.137,11.547,15.683,10,9.512,11.224,10.544,3.6153,9.286,14.207,1.0701,3.8272,5.3509,10.218,3.8556,11.357,8.2953,11.697,11.31,14.456,7.8128,5.818,11.42,4.4243,12.918,7.1458,9.4859,11.337,10.919,7.8026,3.3763,7.3512,6.2862,15.971,11.342,5.9892,1.6906,11.781,6.4505,4.2944,5.0778,10.067,11.599,3.8477,7.3391,6.6018,14.159,16.471,5.3451,10.467,4.1661,1.9003,5.8224,6.5732,13.112,7.0132,9.0126,10.405,12.628,9.2492,8.4581,6.5309,4.8869,6.6758,1.2895,4.8535,3.237,14.21,8.0184,6.407,11.086,2.0461,11.693,6.6043,6.441,21.578,9.7348,11.263,5.7045,3.7442,12.105,8.0077
2.5657,5.495,3.99,12.301,1.0963,3.4847,5.1456,12.921,10.42,8.9984,14.761,19.318,6.7051,2.5482,4.8031,2.7675,1.722,16.293,10.081,7.9925,5.3868,7.6552,11.13,7.5676,15.367,9.8787,3.754,3.2065,4.0908,13.425,4.9046,6.7215,5.7196,5.8171,14.896,17.017,7.9457,10.363,9.5514,3.8529,15.515,11.541,3.6181,4.4152,9.6123,2.8888,8.7636,6.7577,8.2709,12.533,9.9613,3.3331,2.0126,5.551,7.2051,1.2914,6.0517,13.081,5.6276,5.9318,8.6901,15.031,11.112,9.7992,10.78,6.1155,4.0412,12.599,4.2496,4.4589,10.215,4.0098,9.1961,9.5891,11.021,13.79,10.101,18.181,20.875,5.3036,4.6624,18.118,20.254,13.601,4.9509,10.842,12.848,2.3186,3.7196,2.1411,14.647,8.1016,7.9384,13.986,12.848,7.6615,17.914,12.702,10.271,9.0657,5.2402,6.7896,12.671,14.85,7.7449,10.5,19.161,6.8073,9.5397,13.109,25.39,10.511,8.6277,12.563,11.474,10.624,27.404,15.025,6.8007,13.567,19.207,23.829,11.205,19.143,4.0685,13.364,3.9721,2.077,10.686,5.2825,15.361,9.5928,17.2,7.0042,5.6024,8.5514,16.767,2.5106,6.5178,15.536,3.7694,10.03,4.8071,12.662,8.5343,9.4437,2.8381,10.725,3.8712,22.858,23.61,9.8085,21.476,23.955,12.742,11.505,19.053,21.048,5.906,5.8452,15.922,5.4972,13.114,10.994,21.535,10.634,11.851,19.853,2.9765,14.095,11.998,8.7145,12.95,8.0096,6.2899,1.7716,10.168,15.812,15.792,20.926,17.679,13.04,10.326,4.8148,21.44,3.3962,17.78,15.101,11.914,9.2229,3.3407,8.1947,10.466,0.96778,12.856,9.8068,10.782,10.08,12.435,14.539,5.7784,13.184,8.0965,7.4952,6.1693,13.777,4.6395,4.4038,11.752,20.217,8.625,14.857,18.864,19.617,12.287,10.107,14.064,5.7909,7.7074,8.2711,13.85,11.707,10.157,4.5068,5.706,26.177,1.9757,10.338,6.8484,5.8214,18.136,7.4821,14.572,8.2135,3.8842,8.2799,4.9009,3.2694,6.4154,6.2428,15.928,9.9003,9.185,4.4333,3.397,5.8509,11.213,8.3389,10.56,9.8274,21.18,3.7139,6.6798,7.7142,9.2423,17.079
14.097,6.0243,11.217,4.4526,6.6392,12.911,4.2005,1.735,1.6687,11.646,11.839,8.6147,9.2,6.9132,10.615,7.4591,5.6109,17.583,10.486,16.247,8.4868,3.3841,3.4184,7.3913,6.6029,1.7491,7.0077,12.296,4.6198,5.5558,4.8606,7.5056,12.4,10.947,3.1543,12.018,5.948,3.5404,4.1562,14.462,3.4485,7.7744,8.1253,1.3464,0.4778,7.0492,9.3253,7.0809,17.417,10.798,7.1547,2.1742,13.038,15.382,9.7458,7.4443,13.263,12.836,13.441,7.26,11.618,17.898,10.354,10.413,10.008,22.445,19.703,9.8772,7.3791,6.4508,5.081,17.328,7.0749,10.163,6.1653,10.858,6.8796,4.5894,14.601,1.3978,6.2099,14.908,12.757,5.8059,3.2158,21.395,8.6139,12.181,21.631,8.8278,6.2769,3.4735,3.7587,18.807,8.0629,12.286,7.9016,3.9498,12.916,17.658,6.2929,9.9067,20.041,22.468,4.7151,15.724,11.286,10.597,6.6373,23.574,24.519,8.3485,17.017,22.773,14.929,8.9037,29.42,21.824,12.539,5.9987,7.37,21.011,3.663,11.903,12.856,15.882,9.5585,1.6428,14.271,4.8457,23.342,1.8601,7.5907,10.112,6.6002,11.854,19.329,5.9608,14.297,7.2121,1.4043,20.633,3.1309,8.7403,5.722,6.2785,16.698,20.08,22.997,11.049,4.1556,6.7972,4.0381,10.072,24.497,18.733,4.7982,22.634,4.0191,9.168,12.376,3.1208,16.3,11.13,1.9809,7.3707,10.17,8.2122,11.723,18.415,4.7274,9.7109,11.016,17.745,6.6373,10.692,7.9596,12.185,4.1494,3.5741,11.731,5.3511,14.519,29.179,10.319,5.5744,6.3635,10.039,22.529,7.5331,10.198,6.5422,21.282,6.9401,29.17,7.7837,8.0118,7.8621,8.9321,4.1977,13.386,8.3726,8.1497,14.79,21.475,0.69592,3.7585,0.13538,8.4179,8.2057,15.274,6.7821,5.0424,2.6338,6.3159,5.5537,14.819,8.3437,13.734,2.7603,14.215,15.747,10.805,12.485,4.7149,4.7518,12.43,5.3636,9.7793,22.496,7.4547,4.6285,6.2461,11.873,10.148,2.3249,10.04,12.002,6.6347,5.8607,8.1746,4.4927,9.757,8.8346,5.1296,4.2387,14.26,15.621,8.2827,15.69,14.415,4.1919,3.3302,5.3139,3.6962,6.2519
8.8963,10.559,1.8424,8.5028,9.2006,19.098,11.628,4.279,2.8211,3.6245,7.7468,8.0225,6.7348,9.008,2.943,5.8378,6.8099,9.2845,6.8442,11.307,5.0046,8.9849,9.6414,4.2078,2.6893,7.7147,8.9573,3.2206,4.1737,2.7666,13.027,2.4941,11.034,10.065,7.9355,7.1821,11.316,11.52,1.7344,18.191,3.7333,8.8864,6.311,10.942,12.198,7.231,22.716,13.894,7.0516,9.6837,1.1279,9.1905,8.7236,12.746,4.8058,4.836,7.5671,14.452,11.474,12.427,11.75,10.518,10.166,2.8492,6.6048,15.965,13.696,21.167,23.168,18.759,7.964,14.654,17.305,9.3283,8.6459,12.171,9.8906,9.4806,13.52,9.9565,24.183,7.6581,13.827,9.2089,3.4359,11.41,22.993,10.043,17.126,8.0677,8.871,23.157,27.948,31.566,3.228,11.615,5.2852,10.164,13.322,15.452,7.9078,11.038,21.738,11.504,10,13.846,11.34,9.445,17.954,7.3999,18.137,6.226,11.013,17.867,9.0957,8.0441,15.88,23.659,9.5865,12.535,12.071,6.3209,12.633,4.8546,8.6879,6.756,26.101,6.8882,3.208,8.7521,17.326,15.92,8.6121,21.956,19.527,16.777,18.272,5.4411,9.4147,6.2951,3.2983,14.212,8.328,15.997,8.284,14.761,3.4487,5.3741,9.2484,18.099,13.261,15.335,13.098,6.9994,14.143,24.669,24.419,12.4,15.15,6.8145,4.5506,3.3408,23.472,11.579,29.46,8.6584,9.5338,5.1504,3.5127,12.012,14.314,2.4359,6.1676,22.675,7.7107,5.8442,5.6996,8.1166,7.6963,9.0173,10.08,10.257,6.5065,5.1926,13.781,2.2404,17.8,2.8733,18.981,5.7695,6.769,9.3737,4.8604,6.6859,5.6181,12.448,1.1681,7.9831,3.9595,4.15,4.2123,14.794,3.5273,1.1876,9.5144,6.2,8.5371,9.306,9.5396,3.9643,16.883,12.497,15.676,1.8988,5.6403,13.973,3.1274,9.4829,4.1104,8.7994,5.8697,8.1247,8.4398,7.3912,16.939,11.717,9.4206,4.8748,2.8607,11.128,2.6762,14.016,8.6495,8.2882,7.436,12.571,4.3623,18.969,8.3664,5.2451,5.0469,9.2346,7.1041,5.0669,10.042,3.8875,10.45,18.062,5.7674,7.5469,5.8498,4.2175,3.4486,6.9154,4.024,18.705
11.396,12.466,2.5466,18.296,3.6923,4.0617,7.1925,4.5748,16.004,12.48,3.49,6.3373,11.662,11.834,5.6121,12.082,11.274,14.044,10.613,13.176,3.205,10.424,10.447,15.237,10.63,2.259,6.5805,6.912,13.913,8.0878,3.8215,10.064,11.228,1.3591,9.8976,8.649,5.9955,7.1715,7.027,13.683,6.4205,8.8561,14.287,7.148,11.446,6.7009,9.8621,8.1559,5.5458,9.3469,8.8311,12.661,13.255,11.492,7.4536,9.1117,7.0444,11.893,16.749,9.5478,9.6866,6.9261,7.8422,14.361,9.0739,7.994,12.149,7.2122,14.664,16.18,8.0152,21.537,22.565,8.9868,8.196,11.233,16.496,1.7235,13.878,7.9388,10.875,14.804,8.6646,23.388,11.565,15.247,13.851,8.5391,13.67,11.697,7.891,10.484,3.9545,2.9273,10.317,22.574,16.018,16.93,12.35,10.046,2.6946,6.8565,22.041,8.3595,14.941,17.679,10.192,16.996,16.899,28.574,17.794,8.0011,10.905,14.211,11.813,7.5422,22.425,15.22,44.796,11.471,10.573,32.543,17.06,15.666,18.121,7.1124,10.325,13.589,15.737,5.6088,21.881,11.766,15.309,7.6992,20.073,15.274,6.9981,7.5762,13.036,10.928,8.4398,16.468,9.1385,5.127,7.1303,13.19,4.3858,22.276,7.5783,5.7875,10.152,6.0405,22.08,6.8264,6.9224,16.82,1.17,14.237,20.693,6.2816,14.542,16.849,16.097,11.261,17.28,28.444,4.8456,1.954,2.7613,16.077,3.931,0.81201,7.1763,4.6095,17.002,10.363,17.212,5.8234,9.3571,9.9957,10.144,8.677,13.845,12.524,20.173,12.701,13.54,17.394,13.916,9.1101,10.002,9.002,18.643,9.7898,16.408,3.6209,11.806,8.9776,13.61,17.442,1.457,15.034,6.0929,7.755,7.8226,10.561,17.943,12.306,14.32,9.7216,3.3265,12.283,8.7824,18.64,12.967,5.2139,12.293,10.213,12.664,13.63,6.3985,14.155,6.569,2.6794,6.2567,9.4759,9.1702,15.122,9.5061,1.7687,4.7087,8.5691,7.1967,8.8721,6.1912,11.916,6.6751,8.4709,17.053,12.498,8.8251,5.6016,8.7045,7.8434,8.261,12.818,3.9264,11.024,6.8436,8.5408,4.9137,14.812,8.7119,6.724,7.8385,4.5184
6.6469,6.7648,16.473,5.7606,6.7944,16.106,3.1848,11.1,10.122,7.8704,3.5369,4.8005,7.8303,12.773,3.4842,10.171,9.6402,4.1246,4.1404,8.4817,5.0562,4.83,10.245,7.3652,1.5083,11.261,4.9418,8.0746,15.376,9.1292,2.641,2.4094,11.001,4.972,4.8891,2.7245,21.488,8.8135,10.162,10.528,2.5791,4.7593,11.24,7.6671,11.078,15.556,7.2075,19.636,12.649,8.1179,5.054,7.1786,8.4267,0.84434,8.199,5.7359,9.7964,9.9059,17.82,16.616,12.724,8.1614,7.3927,6.0998,18.081,15.303,8.1555,11.498,21.119,7.6099,8.7092,11.734,3.9821,10.141,14.26,7.7741,14.811,4.9,15.09,9.3554,8.9455,3.4189,9.8676,12.874,15.046,10.12,21.158,9.7504,11.051,14.989,14.657,18.761,11.658,17.984,8.4134,11.652,10.261,15.955,13.824,21.508,8.5594,27.968,19.641,3.6918,12.761,11.717,8.253,7.9527,20.836,4.5304,29.309,9.8391,5.6741,3.756,23.928,12.326,17.981,3.4421,4.0143,4.9482,9.3621,1.0599,14.155,5.0258,16.164,11.954,13.246,13.092,25.896,9.1349,13.564,6.8066,17.954,9.2179,14.163,9.0517,18.805,7.1782,22.041,11.947,10.434,20.078,22.351,4.3642,8.4075,20.592,26.965,20.465,13.121,21.219,20.232,13.398,16.293,12.617,10.415,7.7101,1.9118,8.6626,35.815,10.96,1.1546,23.628,20.617,14.933,10.016,13.774,6.1962,18.37,14.326,13.483,8.3931,9.6139,8.3357,5.5363,4.9666,14.448,7.4504,9.7727,5.9827,5.9997,6.8089,19.285,12.416,4.5584,3.6144,9.4804,1.0869,9.8137,11.022,12.187,11.432,9.775,17.924,13.489,14.051,13.887,5.2077,1.4464,14.536,10.958,3.053,7.244,11.88,7.7672,4.2749,19.835,12.893,2.2471,10.021,6.2135,8.9396,7.2294,7.7215,9.5998,9.5221,6.7988,5.7231,6.0397,7.9615,9.3076,11.615,6.0347,10.181,22.091,5.3612,12.058,7.0358,12.819,1.2185,5.1748,5.302,7.4533,7.4127,13.388,4.5867,6.4805,7.8417,8.9614,0.82691,2.7567,10.731,7.6588,6.2255,9.7332,14.898,4.9409,4.6304,11.39,8.9242,4.2563,3.8475,3.0891,11.395,15.532,9.311,10.642
13.925,2.6419,5.6872,3.8403,13.779,8.3345,8.8038,13.647,7.0635,7.7363,9.0959,7.8713,9.1546,7.7169,9.0955,7.3635,14.191,12.16,4.8646,6.7387,3.0288,4.925,6.7926,10.231,6.9261,14.532,1.8282,9.7272,14.809,8.2841,7.7054,9.079,5.9333,2.8206,5.5848,5.0688,6.5992,19.934,2.0644,4.9758,9.5171,1.525,10.034,9.994,12.282,18.282,13.378,3.1211,11.931,17.939,10.476,11.038,12.784,1.4444,14.978,14.968,6.2957,7.7215,1.4242,6.8816,16.199,6.693,5.4207,3.6,18.091,16.956,8.6915,29.039,24.944,6.4274,14.613,19.778,3.9219,18.71,6.9971,10.442,3.7807,8.3325,20.212,19.545,22.455,9.7381,15.922,27.703,13.319,12.587,10.701,3.8185,4.0344,5.1216,13.47,8.6889,10.302,5.8751,26.493,18.399,1.5572,10.078,17.185,15.628,12.091,13.288,6.1582,12.961,13.76,27.857,10.741,11.056,19.234,11.343,6.2602,7.4587,27.392,7.2508,4.0081,23.05,8.446,39.577,2.267,10.809,11.151,18.512,8.5661,9.5832,10.753,11.793,9.9465,11.576,14.569,20.214,13.11,19.644,17.143,8.2179,18.878,6.6538,8.3791,9.8536,16.902,9.3769,8.5865,6.1327,8.1129,5.8851,13.472,10.796,15.367,11.129,4.9397,23.92,16.56,19.986,4.7889,24.514,29.15,4.1547,5.9568,14.12,9.3723,16.289,3.881,21.207,11.538,7.8648,9.0841,4.3845,13.127,8.8447,16.14,13.372,10.394,20.474,5.7079,4.171,6.6104,9.2438,20.652,7.8184,15.926,16.023,4.6846,8.556,17.258,0.95565,12.483,5.815,2.132,16.577,11.32,10.583,8.1619,4.5001,18.379,18.88,20.157,9.2363,7.0606,14.237,13.971,9.3202,5.5863,12.945,5.0322,18.078,6.7888,7.8037,7.5765,6.4189,11.316,2.53,9.6989,2.1931,17.944,8.9597,6.2733,4.1271,15.612,4.5127,7.7881,4.5395,2.6552,9.6321,12.05,8.7409,10.456,13.775,17.512,2.4673,5.812,11.308,13.738,9.866,8.5479,6.7382,10.181,7.2105,7.9021,6.3313,9.9607,11.104,8.8095,2.9555,3.3258,9.4078,14.13,8.1763,16.409,9.0488,6.3343,3.9171,1.2791,10.863,4.5827,12.176,13.303,10.766
9.1497,10.734,5.9392,6.4118,4.9521,16.841,8.2859,4.9673,8.5702,7.9375,7.3033,8.666,7.5555,2.6975,9.9275,9.9131,6.8231,8.5893,13.245,13.015,13.681,19.211,13.347,6.2737,4.1487,7.4458,5.3257,4.3569,6.0175,3.2216,6.7386,14.52,12.717,14.697,0.69557,3.776,12.721,20.128,16.42,3.7216,7.5592,15.115,3.7833,10.576,7.9348,15.399,9.9363,5.2747,12.059,12.728,11.743,7.8516,4.5213,5.6289,6.2646,10.447,5.4792,5.2616,10.415,13.922,12.442,15.402,11.672,4.8017,6.6055,4.8666,5.5523,14.42,2.3438,13.843,13.506,3.1068,25.061,12.428,15.466,12.041,21.058,13.694,11.334,10.913,3.3608,18.556,2.5302,2.0334,16.673,5.4804,12.954,9.8747,6.6311,18.832,25.943,5.5696,10.314,6.9081,6.6934,14.715,9.3761,10.286,13.842,11.95,21.343,14.428,7.6286,15.262,14.966,6.5163,11.978,8.2738,24.719,19.561,7.1893,13.03,22.787,7.5281,13.663,2.8186,21.29,8.5902,8.0951,2.8822,8.4491,5.6142,19.002,7.8471,27.397,20.478,12.495,12.334,9.0557,24.665,5.2151,7.5603,15.433,5.4627,14.557,14.331,12.459,16.463,16.585,23.755,4.6832,4.3469,9.2577,20.181,25.741,14.042,8.3573,22.984,6.6184,11.16,21.901,5.1663,27.852,25.453,24.971,13.394,15.04,4.3548,23.638,19.613,9.4509,5.8689,10.753,13.077,17.01,10.441,9.8005,14.397,19.692,9.9955,4.2715,15.334,14.772,20.103,15.342,0.96796,18.159,14.985,12.273,20.283,17.901,9.245,12.114,11.896,14.786,18.295,14.301,23.449,9.623,13.424,12.436,4.2721,11.948,8.4996,10.458,15.832,9.379,8.7446,7.7971,17.104,6.195,4.9548,6.1949,15.008,7.5669,3.539,8.6607,8.5524,15.614,8.5115,20.901,4.1886,12.07,9.4418,7.3972,13.25,18.695,11.877,5.5066,13.194,13.892,10.292,9.3133,7.7347,4.2973,4.4029,10.141,9.3051,3.9263,13.372,8.1582,2.3074,9.503,1.5292,7.7052,10.771,9.0768,2.1284,9.9626,3.1499,13.046,13.028,4.4591,9.493,19.016,2.4172,5.5364,8.9501,5.4961,8.708,9.4862,9.7428,3.5013,10.849,4.6368,8.2135
12.744,9.7094,7.4421,8.5908,5.494,7.2591,8.0022,3.5383,5.6756,3.519,7.2281,16.349,8.9661,2.9643,6.2306,11.685,8.9858,3.7009,8.1844,5.4245,3.2496,6.2312,6.4622,8.8168,3.435,7.7236,12.415,14.551,5.0539,4.1789,3.8723,7.2287,0.27746,8.4824,13.278,5.6007,11.466,10.662,10.958,16.573,5.0415,8.3851,11.664,17.002,10.108,13.075,11.558,8.8837,7.0759,8.0829,12.077,6.2601,13.903,12.123,7.0824,11.291,6.5952,6.8193,10.428,18.499,6.8219,12.14,6.7742,4.7609,8.7388,3.1023,14.057,4.4097,5.8071,11.115,8.0271,11.572,4.904,24,8.6054,9.0618,14.999,7.6558,22.284,6.1436,16.967,12.891,1.7042,10.983,9.4114,16.563,17.202,4.4944,13.393,15.177,14.906,15.447,16.629,5.6535,3.0874,3.7038,8.9735,19.252,8.1318,16.601,13.604,9.0101,15.619,19.573,15.928,2.8061,16.213,14.9,21.477,1.8325,13.653,21.826,12.858,5.4441,14.262,4.1788,15.128,16.446,7.4056,22.513,7.1271,12.787,3.8832,18.336,5.3625,5.7919,6.587,6.9729,6.9703,5.0673,17.035,18.897,19.797,33.103,20.349,18.427,9.8613,13.376,11.049,16.088,20.694,11.035,27.342,9.2669,13.788,16.117,10.084,14.59,24.79,19.701,4.0453,12.751,17.592,14.377,12.78,6.8752,6.3057,10.351,5.0754,2.1838,4.9514,2.9562,19.602,5.7242,4.0602,20.508,14.113,9.3309,8.2164,5.4776,16.663,9.2222,7.1256,9.8117,11.519,4.5769,8.103,14.026,5.43,5.4639,13.26,21.564,3.8523,7.1693,2.7478,9.3917,10.081,15.967,21.849,6.445,18.801,13.979,15.62,12.11,15.99,8.8155,7.5809,15.168,6.0716,8.8325,16.657,9.5814,1.8081,3.9985,1.388,1.8933,4.6164,2.9786,8.7344,7.7092,18.215,6.353,6.1525,2.1912,8.2004,2.8454,19.666,4.8878,5.907,8.3683,2.5934,15.935,7.0851,13.026,10.935,12.437,9.8861,6.5323,6.2264,8.3464,8.9488,7.3992,9.4993,11.719,8.7947,3.9362,4.1556,8.4394,8.522,7.5334,6.085,14.779,11.729,4.9467,11.194,10.145,9.984,6.771,2.0269,0.3314,7.0271,8.4535,4.8063,10.321,3.4975,4.5033
